;Id;text;S_naive;S
547;1575;Pay is pretty good compaired to other companies. The work is reasonable for the pay and they offer the normal package of incentives, health insurance, 401K etc. Like the military there is two groups, officers and enlisted or hourerly and salary. Most of the time it seems we work against each other all the while promoting team work. All of the hourly work in a very tight team work organization but are often interupted by management (salaried) to do some bonehead idea. Unfortunately there is no oversight on them so no matter how bad they mess up they keep their job. Hourly not so much, mess up too much and your gone.. ;1;
548;1581;Good growth opportunities, good salaries, safety, fairness. ;1;
549;1583;Highly ethical company with great people and opportunities if you are a hard worker who is committed to the company's success.. ;1;
550;1584;If you are just out of college then you will be treated like a King or Queen with plenty of opportunity.. ;1;
551;1585;Employee friendly. Great opportunities including on the job and personal development. Nice amenities and office atmosphere.. ;1;
552;1586;It is a good time to start your career with COP. There is a large population that is nearing retirement so there will be plenty of opportunities for career advancement. The pay is very competitive and the benefits are generally pretty good too. There is no shortage of work, so if you like to be busy then you should look at this company. There are a lot of highly skilled folks that generally like to engage the younger workforce and assist in their development - which is a big plus. There is also a lot of construction activity going on at my site so you can be pretty confident about career longevity and job security.. ;1;
553;1587;ConocoPhillips has good benefits and total compensation. They have a 19/30 program where if you work an extra 30 minutes a day, you can take 1 free comp day off a month. This adds 12 paid days a year to the already generous vacation package. ConocoPhillips has on-site, top-notch fitness facilities free of charge to employees. They have a lot of opportunities.. ;1;
554;1588;The Houston complex is being renovated and is very nice. The fitness center is world class! The credit union is on site and very convenient. Excellent employer for people early in their careers as there is a great deal of focus on developing young talent.. ;1;
555;1593;Great focus as a company. We are all pulling in the same direction. I feel that we are providing quality products, providing energy for our country in a very responsible manner. I could not be more proud of a more ethical company.. ;1;
556;1594;Dynamic energy company with lots of growth opportunities. It seems like there are always new jobs posted on the internal web site. Headquarters in an easy-to-get-to Houston location, not in downtown. Benefits are fair, especially when it comes to retirement and savings -- pension, 401k and stock thrift are hard to beat. Salaries may be slightly lower than average.. ;1;
557;1595;"The people at ConocoPhillips are great to work with. You don't feel like you're just a number. At most companies, you feel like there are revolving doors with people constantly leaving, but that is not the case here. If you're in the finance or most other aspects of the company, you don't have to live in the ""big"" city for your ""big break."" There are plenty opportunities right here in Bartlesville and it's a good place to raise children and have a family. Higher ranking officers from the corporate office even drop by to your office from time to time and come to each person's individual desk to talk to you to get feedback. On top of all that, the company has GREAT PAY and WONDERFUL BENEFITS. The company is always looking for more ways to improve and satisfy its employees. So far, it has been a great company to work for.. ";1;
