;Id;text;G_naive;G
6090;6090;The benefits at chevron were excellent. ;0;0.0
6091;6091;Great 410k match and work life balance. ;0;0.0
6092;6092;Nice pa, friendly working environment. ;0;0.0
6094;6094;Hybrid work model, every other Friday off. ;0;0.0
6095;6095;Very professional team and great career growth. ;0;0.0
6096;6096;The seem to care about the employees. ;0;0.0
6097;6097;Compensation is better than most industries.. ;0;0.0
6098;6098;nan;0;0.0
6101;6101;Nice people to work with. ;0;0.0
6102;6102;The company cares about its employees. ;0;0.0
6104;6104;Career ladder with lots of jobs to move into and progress.. ;0;0.0
6106;6106;Fun place but after a while gets tiring. ;0;0.0
6107;6107;good life and work balance. ;0;0.0
6108;6108;Very interesting work and lot of freedom. Great benefits. Chevron really cares about its people. Great people to work with.. ;0;0.0
6109;6109;Good work-life and balance and company values you as a person.. ;0;0.0
6110;6110;Great compensation Great people to work with and for Well defined procedures for work and performance evaluations Opportunity to work in multiple locations around the world. ;0;0.0
6112;6112;Always lots of interesting projects, better benefits than most energy companies, strong team environment, best for work/life balance. ;0;0.0
6114;6114;Great people, work life balance. ;0;0.0
6116;6116;great company for benefits and some work experiences. focused on safety. ;0;0.0
6117;6117;9/80 Benefits Bonus Some close excellent peers Technical Work. ;0;0.0
6118;6118;Stronger energy company for the future.. ;0;0.0
6119;6119;salary is the best part and paid leaves. Houston building is one of the best places that you can be employed. it is in the heart of downtown Houston and many restaurants available and around.. ;0;0.0
6120;6120;smart, but humble people. Generous HR policies. ;0;0.0
6121;6121;It gives you good esperience.. ;0;0.0
6122;6122;My manager is super cool and understanding. ;0;0.0
6123;6123;Good part time job with flexible hours. Close to my home and school so it was a short commute. Understanding manager and coworkers.. ;0;0.0
6124;6124;Compensation is strong for mid-year professionals. ;0;0.0
6125;6125;large company benefits including 401K. ;0;0.0
6126;6126;Great environment with a good culture. Offers a lot of opportunity for international projects and assignments. ;0;0.0
6127;6127;Compensation, Paid Bonding Time, Pension, Growth. ;0;0.0
6128;6128;This is a great company. ;0;0.0
6132;6132;benefits, retirement, and advancement within the company in your profession or others. ;0;0.0
6133;6133;Worked with a great team, had a good boss had the chance for over time.. ;0;0.0
6136;6136;Employees are very friendly. Culture encourages diversity and inclusion. As company they try to lead the industry with latest technologies. ;0;0.0
6137;6137;The only benefit is the $$.. ;0;0.0
6138;6138;Professional environment to work at. ;0;0.0
6139;6139;Development and growth opportunities International exposure Many roles within one company Strong relationships Ability to make a difference and do good work. ;0;0.0
6140;6140;Flexible work schedule and focused on employee satisfaction. Lots of collaboration between platform resources and people are always willing to help out.. ;0;0.0
6142;6142;Youll receiveTips if your not an A-hole and easy work. ;0;0.0
6143;6143;Chevron really cares about a work/ life balance. They put their people first. They make interns feel like full time employees.. ;0;0.0
6144;6144;A company that really values work-life balance. ;0;0.0
6146;6146;Culture and people, growth and development, international opportunities. ;0;0.0
6147;6147;was happy that i had a job. ;0;0.0
6148;6148;It was a relatively straightforward job for someone who had never worked before. You changed the signs, rang up customers, and cleaned. Manager was also quite nice.. ;0;0.0
6149;6149;great people here, engineering team has a great community feel,. ;0;0.0
6150;6150;I had a great store and nice customers, it was a good experience for me.. ;0;0.0
6152;6152;good, honest, smart, caring people. ;0;0.0
6153;6153;Its a good company and the people there are generally nice and helpful. They do you have work life balance and they actually mean it. They encourage you to transfer to different job about every 3 to 4 years, so you can learn more about the company and grow your skills. I loved working there. ;0;0.0
6154;6154;There is a good work life balance, benefits, and culture and the compensation is good for the location. Large technical resource pool and leadership.. ;0;0.0
6155;6155;- Great work culture, WLB - Opportunities to advance - Good compensation. ;0;0.0
6156;6156;Work life balance Fridays off Rotational schedule Benefits Good company Networking. ;0;0.0
6157;6157;Good culture and working environment. ;0;0.0
6158;6158;Great benefits and compensation can’t complain. ;0;0.0
6159;6159;Nothing to say. It’s Great. ;0;0.0
6160;6160;9-80 schedule Hybrid schedule(Monday and Friday work from home) 8 weeks bonding 40 hrs family care 8%401k match. ;0;0.0
6161;6161;Excellent compensation, job rotation every 3-4 years.. ;0;0.0
6162;6162;Compensation, benefits, people, development opportunities, global. ;0;0.0
6163;6163;everything that is resnabol to be good. ;0;0.0
6164;6164;Open work place. Large institution. ;0;0.0
6167;6167;Amazing workplace for someone in my profession. ;0;0.0
6168;6168;Empowered environment, profit sharing compensation plan. ;0;0.0
6170;6170;Decent salary and good benefits. People are generally nice. Can be really cushy if you're OK just doing the minimum to get a good review/bonus. I think the happiest people are the ones who find a sweet spot and ride things out for a long period (long-term benefits are great).. ;0;0.0
6171;6171;Everyone is nice and treats people decently. Smart people, good colleagues. ;0;0.0
6172;6172;Great benefit for full time employees with fantastic 401k matching. ;0;0.0
6173;6173;Great company for work life balance. ;0;0.0
6174;6174;PEOPLE, teams, work life balance. ;0;0.0
6175;6175;Loved my Job because is dealing with customer it make me happy.. ;0;0.0
6176;6176;Im a very sociable. And love to communicate that one thing i do he is very good communication skills. ;0;0.0
6177;6177;Good people, good store, good job. ;0;0.0
6178;6178;Sometimes you will get more hours, and you work by yourself,. ;0;0.0
6180;6180;You get to work alone you have your space to learn at your pace. ;0;0.0
6181;6181;Good people. Interesting work. Great salary.. ;0;0.0
6182;6182;Good benefits, generous training, good work environment. ;0;0.0
6186;6186;nan;0;0.0
6188;6188;Great culture, excellent leadership. Truly aspires to be the energy company most admired for it people, culture and leadership. ;0;0.0
6189;6189;401k match, work life balance, flexible work schedules. ;0;0.0
6190;6190;They want to do creative work. ;0;0.0
6191;6191;Great benefits and lots of career development opportunities for those who are willing to work and grow their skills.. ;0;0.0
6192;6192;401k program medical benefits/ insurance trainin & development. ;0;0.0
6194;6194;Great working environment and many extra activities / groups available If you able to get to right people there are overseas jobs opportunities. ;0;0.0
6195;6195;Working towards delivering results in right time. ;0;0.0
6196;6196;Exposure to several aspects of commercial real estate. ;0;0.0
6197;6197;Plenty of opportunities to have responsibility on large initiatives or projects.. ;0;0.0
6198;6198;Motivate employees to pursue education, accept challenging work assignments, and use errors to your advantage for improvement. Strongly emphasis regarding understanding and accepting diversity. Awesome work schedules.. ;0;0.0
6199;6199;- Employees around you try their fullest to make you feel welcome - Lots of understanding for personal issues and can take time off when needed - Good work/life balance. ;0;0.0
6200;6200;Best job I ever had.. ;0;0.0
6201;6201;Genuinely congenial atmosphere (at least in my business unit), outstanding work-life balance, interesting work.. ;0;0.0
6202;6202;Great company and culture. The Chevron Way is a very big part of that.. ;0;0.0
6204;6204;"career development; 401(k) matching; pension. ";0;0.0
6206;6206;Cares about people and its employees. Lots of innovation across the company. Great opportunities to move within and build a career through different positions in different business units.. ;0;0.0
6207;6207;Salary, Benefits, Vast source of knowledgeable individuals. ;0;0.0
6208;6208;Decent compensation and ok bonuses as long as you are not support staff. ;0;0.0
6209;6209;false narratives drive the process.. ;0;0.0
6210;6210;great employer for first job.. ;0;0.0
6211;6211;Good salary and benefits, 9/80 schedule,. ;0;0.0
6212;6212;Great people, benefits, opportunities, and overall a healthy company culture.. ;0;0.0
6215;6215;Excellent benefits and PTO for experienced professionals. ;0;0.0
6216;6216;Good company with great compensation package, health benefits, and pension plan.. ;0;0.0
6217;6217;They have great people working there. ;0;0.0
6218;6218;Major player in oil and gas. ;0;0.0
6219;6219;Great atmosphere beyond what I could hope. ;0;0.0
6220;6220;Receive regular raises, union membership. Extended time off every 6 weeks or so. ;0;0.0
6222;6222;Top Tier Talent and Challenging Opportunities. Compensation is good and working environment collaborative and supportinve. ;0;0.0
6223;6223;Plenty of opportunities to navigate the company and try different roles. D&I is a huge value here and they leverage ERGs to progress the companies D&I agenda.. ;0;0.0
6224;6224;- Progressive - Vast assets - Friendly culture. ;0;0.0
6225;6225;meet a lot of people. ;0;0.0
6226;6226;Compensation and benefits work life balance Employee benefits. ;0;0.0
6227;6227;Values People, Environment, Safety, and Innovation. ;0;0.0
6228;6228;Good growth prospects, benefits, work culture, professionalism.. ;0;0.0
6230;6230;im not sure at this point. ;0;0.0
6231;6231;Worked a lot but paid well. ;0;0.0
6232;6232;Work life balance, global opportunities. ;0;0.0
6234;6234;Innovation, team work, horizon training. ;0;0.0
6237;6237;Compensation and benefits are great.. ;0;0.0
6238;6238;Really good salaries and benefits. ;0;0.0
6239;6239;Great benefits regarding health insurance.. ;0;0.0
6241;6241;Salary, overtime opportunity, people who care. ;0;0.0
6242;6242;Really dairy in there fun. ;0;0.0
6243;6243;Lots of opportunities to move around including overseas. ;0;0.0
6244;6244;Outstanding culture of performance and integrity.. ;0;0.0
6245;6245;Benefits, work life balance, broad scope. ;0;0.0
6247;6247;great work life balance at all locations!. ;0;0.0
6248;6248;High starting salary and bonus. ;0;0.0
6250;6250;Bright colleagues, good benefits, opportunity to advance. ;0;0.0
6251;6251;Great benefits, superb colleagues, great employee networks.. ;0;0.0
6253;6253;Opportunities to do different things. ;0;0.0
6255;6255;The company culture is top tier. ;0;0.0
6256;6256;Outstanding, the best company and laid back. ;0;0.0
6257;6257;Great company great benefits very understanding. ;0;0.0
6259;6259;First and second line supervisors are great. Work life balance is there. Great people.. ;0;0.0
6260;6260;You get paid weekly. Safety is a important to the company.. ;0;0.0
6261;6261;Atmosphere, people, work duties, culture.. ;0;0.0
6263;6263;Great Company to work for. ;0;0.0
6264;6264;Large corporation culture. No care employee anymore.. ;0;0.0
6265;6265;I like the shift to renewable fuels and alternative forms of energy.. ;0;0.0
