date;employee_title;employee_status;review_title;pros;cons
2021-03-21;Senior Engineering Associate;Current Employee, more than 10 years;Going downhill fast;"Company still thinks it is strong, has a uniquely great culture, is financially sound and makes no mistakes, and perception is reality, at least for management.
";"Company has been in decline for a decade now - it has been hollowed out. Once-strong culture has devolved into an echo chamber of yes-men, who compete to flatter the management layer above them. Technical work is no longer primary - there is direct and indirect pressure to produce the politically expected outcome. By now we have a whole generation of managers raised like that and hijacking the company to enrich themselves. This does not bode well for the company's future.
Verify your email to continue reading or Resend email
15 people found this review helpful
Helpful
Share
Repor"
2021-04-28;Geologist;Former Employee, more than 10 years;Ranking system kills the company;"Competitive salary. Good work life balance
";"Ranking system encourages competition instead of collaboration
Verify your email to continue reading or Resend email
2 people found this review helpful
Helpful
Share
Repor"
2021-04-29;Financial Analyst;Current Employee;Good;"Good and progressing. Not much to say
";"Good but old data structure. Currently updating
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-24;Procurement;Former Employee;Good Company;"*Tough, engaging work *Good coworkers who are willing to lend a helping hand *Internal resources
";"*Managers control a lot of your progression *Lack of follow through *Delayed company response to social issues
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-07;Geologist;Current Employee;XOM overview;"Great people to work with on the technical level
";"Very slow in adapting to new ways of doing things
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-23;Electrical Engineer;Current Employee, more than 3 years;...;"Good company to work for
";"Not much cons about them
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-22;Sales Manager;Current Employee, more than 10 years;Great long term career;"Ethical, many types of roles, smart people
";"Layers and barriers challenging environment today
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-23;Equipment Reliability Coordinator;Current Employee;Overall good company;"Good benefits, training plan, career path.
";"Bureaucracy at some levels that make changes a little difficult.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-05;Process Engineer;Current Employee, more than 1 year;Large Company with bureaucratic inefficiencies;"Flexible career path, well paid, good environment
";"Lack of diversity, stagnant company goals
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-18;Accounting Manager;Former Employee;Good people;"Nice stepping to bigger position
";"Competitive culture need risk advice
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-18;Supervisor;Current Employee, more than 10 years;Getting there slowly;"Benefits, pay, coworkers, nice working environment
";"Ranking system, slow to change
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-01;GIS Specialist;Former Employee;3;"pay, benefits, in house training.
";"Hostile work environment, Employees forced to compete with on another and job role expectations constantly change and are unclear.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-17;Project Manager;Current Employee;Excellent Company;"Opportunities, training, salary, assignments, co-workers
";"Culture, management, ranking program, senior management
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-04-20;User Experience Designer;Former Employee;Toxic environment;"Good teammates, nice ergo benefits
";"Management is two-faced. The workers are getting the shaft so EM stock can grow
Verify your email to continue reading or Resend email
3 people found this review helpful
Helpful
Share
Repor"
2021-03-16;Global Advisor;Current Employee, more than 10 years;Global O&G;"Global footprint; lots of opportunities
";"Dated management style; gloomy long term outlook
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-17;Financial Planning and Analysis Manager;Current Employee;No complaints;"Great base salary and compensation with the opportunity to work across multiple functions.
";"Too many layers of management, slow to adapt and innovate.
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
2021-03-31;Tax Advisor;Former Employee;Like any large corporation, it has it's ups and downs;"Nice people and the work was challenging. Also benefits and vacation a plus.
";"Politics, favoritism, some people are jealous when you know more then they do. Have more opportunities and at times respect when you are beginning your career vs being an experienced employee
Verify your email to continue reading or Resend email
Be the first to find this review helpful
Helpful
Share
Repor"
